  ^28/*28$ ^ымыӈ/*ымыӈ$
   ^1/*1$ ^рэпԓыткуӈынэт/*рэпԓыткуӈынэт$
   ^1/*1$ ^рэпкиргъэ/*рэпкиргъэ$
   ^1/*1$ ^рэпаԓӄооԓгык/*рэпаԓӄооԓгык$
   ^1/*1$ ^рэпаԓгыръыԓвэн/*рэпаԓгыръыԓвэн$
   ^1/*1$ ^рэнӈэювӈын/*рэнӈэювӈын$
   ^1/*1$ ^рэнтысӄэвычгатын/*рэнтысӄэвычгатын$
   ^1/*1$ ^рэнапэнрыгъа/*рэнапэнрыгъа$
   ^1/*1$ ^рэнанӈавтыӈанӈык/*рэнанӈавтыӈанӈык$
   ^1/*1$ ^рэнанмы/*рэнанмы$
   ^1/*1$ ^рэмэйӈэгъэ/*рэмэйӈэгъэ$
   ^1/*1$ ^рэмкыԓьигыт/*рэмкыԓьигыт$
   ^1/*1$ ^рэквэтгъэ/*рэквэтгъэ$
   ^1/*1$ ^рэймэвы/*рэймэвы$
   ^1/*1$ ^рэймэвкы/*рэймэвкы$
   ^1/*1$ ^рэйивиӄэты/*рэйивиӄэты$
   ^1/*1$ ^рэенӈыт/*рэенӈыт$
   ^1/*1$ ^рэгъевӈыт/*рэгъевӈыт$
   ^1/*1$ ^рэвэӈкыргэтгъэ/*рэвэӈкыргэтгъэ$
   ^1/*1$ ^рэвэӄэтгъэ/*рэвэӄэтгъэ$
   ^1/*1$ ^рэвэнтыгъэ/*рэвэнтыгъэ$
   ^1/*1$ ^рэвымрэвыт/*рэвымрэвыт$
   ^1/*1$ ^рэвъигъэ/*рэвъигъэ$
   ^1/*1$ ^рэвиквъэт/*рэвиквъэт$
   ^1/*1$ ^рэвивыԓьыт/*рэвивыԓьыт$
   ^1/*1$ ^рыԓьэтэтийгут/*рыԓьэтэтийгут$
   ^1/*1$ ^рыԓьататъёԓӄыԓ/*рыԓьататъёԓӄыԓ$
   ^1/*1$ ^рыԓыпԓятъё/*рыԓыпԓятъё$
   ^1/*1$ ^рыԓынво/*рыԓынво$
   ^1/*1$ ^рыԓыйгот/*рыԓыйгот$
   ^1/*1$ ^рыԓкагыргын/*рыԓкагыргын$
   ^1/*1$ ^рыԓгытынпынэн/*рыԓгытынпынэн$
   ^1/*1$ ^рыԓгытынпык/*рыԓгытынпык$
   ^1/*1$ ^рыԓгывинвэтгъи/*рыԓгывинвэтгъи$
   ^1/*1$ ^рыӈаёвма/*рыӈаёвма$
   ^1/*1$ ^рыӈавтыӈатык/*рыӈавтыӈатык$
   ^1/*1$ ^рыӈавтыӈаннэн/*рыӈавтыӈаннэн$
   ^1/*1$ ^рыӄуймэвиривнин/*рыӄуймэвиривнин$
   ^1/*1$ ^рыӄонайынвэрэӈавнэн/*рыӄонайынвэрэӈавнэн$
   ^1/*1$ ^рыӄаараԓьоӈавъёт/*рыӄаараԓьоӈавъёт$
   ^1/*1$ ^рыёё/*рыёё$
   ^1/*1$ ^рыянръавнэнат/*рыянръавнэнат$
   ^1/*1$ ^рычыпъыткъуръувнинэт/*рычыпъыткъуръувнинэт$
   ^1/*1$ ^рычымкэтэ/*рычымкэтэ$
   ^1/*1$ ^рычемавъёттэ/*рычемавъёттэ$
   ^1/*1$ ^рычекоӈӈонэн/*рычекоӈӈонэн$
   ^1/*1$ ^рытэргыръовыркынэн/*рытэргыръовыркынэн$
   ^1/*1$ ^рытэргыръовыркын/*рытэргыръовыркын$
   ^1/*1$ ^рытэнмавъёттэ/*рытэнмавъёттэ$
   ^1/*1$ ^рытымԓятык/*рытымԓятык$
   ^1/*1$ ^рытрэԓьуԓӄытԓьэн/*рытрэԓьуԓӄытԓьэн$
   ^1/*1$ ^рыткыёԓгатъевынат/*рыткыёԓгатъевынат$
   ^1/*1$ ^рытгэватыԓӄэва/*рытгэватыԓӄэва$
   ^1/*1$ ^рытааԓгыԓявнэн/*рытааԓгыԓявнэн$
   ^1/*1$ ^рысӄыгыргын/*рысӄыгыргын$
   ^1/*1$ ^рырыткувнин/*рырыткувнин$
   ^1/*1$ ^рырыманнэн/*рырыманнэн$
   ^1/*1$ ^рырканаԓгыкоԓтаԓгын/*рырканаԓгыкоԓтаԓгын$
   ^1/*1$ ^рыранъававнэн/*рыранъававнэн$
   ^1/*1$ ^рыпынчичьэвнин/*рыпынчичьэвнин$
   ^1/*1$ ^рыпаԓӄовъёԓӄыԓ/*рыпаԓӄовъёԓӄыԓ$
   ^1/*1$ ^рынэкавъёйгыт/*рынэкавъёйгыт$
   ^1/*1$ ^рынноԓьыӈӄачагты/*рынноԓьыӈӄачагты$
   ^1/*1$ ^рынмыӈаннэнат/*рынмыӈаннэнат$
   ^1/*1$ ^рынгыпчетыԓьэгым/*рынгыпчетыԓьэгым$
   ^1/*1$ ^рынгыпчетык/*рынгыпчетык$
   ^1/*1$ ^рынгыпакавкэткэнамэԓ/*рынгыпакавкэткэнамэԓ$
   ^1/*1$ ^рынгыпа/*рынгыпа$
   ^1/*1$ ^рынвэԓятъёԓӄыԓ/*рынвэԓятъёԓӄыԓ$
   ^1/*1$ ^рымӈэвъёԓӄыԓ/*рымӈэвъёԓӄыԓ$
   ^1/*1$ ^рымӈыԓявъёԓӄыԓ/*рымӈыԓявъёԓӄыԓ$
   ^1/*1$ ^рымӈопԓыткоо/*рымӈопԓыткоо$
   ^1/*1$ ^рымынтын/*рымынтын$
   ^1/*1$ ^рымъэԓиԓьэвнин/*рымъэԓиԓьэвнин$
   ^1/*1$ ^рымгутэтыԓевнин/*рымгутэтыԓевнин$
   ^1/*1$ ^рымагтэпы/*рымагтэпы$
   ^1/*1$ ^рымавта/*рымавта$
   ^1/*1$ ^рыкытгынтыԓьавнэн/*рыкытгынтыԓьавнэн$
   ^1/*1$ ^рыйпыӈатъевынэнат/*рыйпыӈатъевынэнат$
   ^1/*1$ ^рыетъаӈавыйгот/*рыетъаӈавыйгот$
   ^1/*1$ ^рыегтэԓетык/*рыегтэԓетык$
   ^1/*1$ ^рыгъёчгык/*рыгъёчгык$
   ^1/*1$ ^рыгъевнинэт/*рыгъевнинэт$
   ^1/*1$ ^рыгъеватынвыԓӄаӈыгъет/*рыгъеватынвыԓӄаӈыгъет$
   ^1/*1$ ^рыгйивыквэвнин/*рыгйивыквэвнин$
   ^1/*1$ ^рывэнтэтысӄивнин/*рывэнтэтысӄивнин$
   ^1/*1$ ^рывитӄивнин/*рывитӄивнин$
   ^1/*1$ ^ръэӈинӄэй/*ръэӈинӄэй$
   ^1/*1$ ^ръэӄэԓтэвынэт/*ръэӄэԓтэвынэт$
   ^1/*1$ ^ръэӄэԓиӈэвнинэт/*ръэӄэԓиӈэвнинэт$
   ^1/*1$ ^ръээʼкуткувнин/*ръээʼкуткувнин$
   ^1/*1$ ^ръэтымкыӄай/*ръэтымкыӄай$
   ^1/*1$ ^ръэтъеквэк/*ръэтъеквэк$
   ^1/*1$ ^ръэтийвэвнинэт/*ръэтийвэвнинэт$
   ^1/*1$ ^ръэтгыпгъат/*ръэтгыпгъат$
   ^1/*1$ ^ръэтгымнэн/*ръэтгымнэн$
   ^1/*1$ ^ръэт/*ръэт$
   ^1/*1$ ^ръэнутэт/*ръэнутэт$
   ^1/*1$ ^ръэгъи/*ръэгъи$
   ^1/*1$ ^ръэвӈыттык/*ръэвӈыттык$
   ^1/*1$ ^ръэвынъюԓьу/*ръэвынъюԓьу$
   ^1/*1$ ^ръэвуԓьэтык/*ръэвуԓьэтык$
   ^1/*1$ ^ръэвук/*ръэвук$
   ^1/*1$ ^ръыԓвит/*ръыԓвит$
   ^1/*1$ ^ръысӄыйӈа/*ръысӄыйӈа$
   ^1/*1$ ^ръыпыԓвынтэн/*ръыпыԓвынтэн$
   ^1/*1$ ^ръиԓеквэтгъэт/*ръиԓеквэтгъэт$
   ^1/*1$ ^ръарӄата/*ръарӄата$
   ^1/*1$ ^ръайватыӈогъат/*ръайватыӈогъат$
   ^1/*1$ ^ръавэпы/*ръавэпы$
   ^1/*1$ ^ръавытъоԓеты/*ръавытъоԓеты$
   ^1/*1$ ^ръавыйӈын/*ръавыйӈын$
   ^1/*1$ ^руԓвыткувнин/*руԓвыткувнин$
   ^1/*1$ ^рунмъэчевыт/*рунмъэчевыт$
   ^1/*1$ ^румкэвкы/*румкэвкы$
   ^1/*1$ ^рувнин/*рувнин$
   ^1/*1$ ^роԓьаӄанӈэнавычгатыркын/*роԓьаӄанӈэнавычгатыркын$
   ^1/*1$ ^роԓытваԓьатыркын/*роԓытваԓьатыркын$
   ^1/*1$ ^роԓвыё/*роԓвыё$
   ^1/*1$ ^рочыко/*рочыко$
   ^1/*1$ ^риԓгиӄэвнин/*риԓгиӄэвнин$
   ^1/*1$ ^риԓвыргыргэтгъи/*риԓвыргыргэтгъи$
   ^1/*1$ ^риӈэсӄычетыԓьын/*риӈэсӄычетыԓьын$
   ^1/*1$ ^риты/*риты$
   ^1/*1$ ^ринэпԓыткугъэ/*ринэпԓыткугъэ$
   ^1/*1$ ^ринэнтыгъэ/*ринэнтыгъэ$
   ^1/*1$ ^ринэнрэӄэквъэ/*ринэнрэӄэквъэ$
   ^1/*1$ ^ринэнруԓыԓтэвы/*ринэнруԓыԓтэвы$
   ^1/*1$ ^риниквъэ/*риниквъэ$
   ^1/*1$ ^риквъэ/*риквъэ$
   ^1/*1$ ^рийитъэвнэԓгыт/*рийитъэвнэԓгыт$
   ^1/*1$ ^рвытгырык/*рвытгырык$
   ^1/*1$ ^раԓянтавнэнат/*раԓянтавнэнат$
   ^1/*1$ ^раԓьогъэ/*раԓьогъэ$
   ^1/*1$ ^раԓкойпы/*раԓкойпы$
   ^1/*1$ ^раԓеквыԓьын/*раԓеквыԓьын$
   ^1/*1$ ^раԓгайыԓгавыӈ/*раԓгайыԓгавыӈ$
   ^1/*1$ ^раӈӈытагъэ/*раӈӈытагъэ$
   ^1/*1$ ^раӈӄач/*раӈӄач$
   ^1/*1$ ^раӈавысӄатынӈаӈыԓьэты/*раӈавысӄатынӈаӈыԓьэты$
   ^1/*1$ ^раӄыԓьатыӈогъат/*раӄыԓьатыӈогъат$
   ^1/*1$ ^раӄыԓкыԓ/*раӄыԓкыԓ$
   ^1/*1$ ^раӄымӈыԓяттык/*раӄымӈыԓяттык$
   ^1/*1$ ^раӄамэтваӈӈотык/*раӄамэтваӈӈотык$
   ^1/*1$ ^раёпатгъэ/*раёпатгъэ$
   ^1/*1$ ^рачымчо/*рачымчо$
   ^1/*1$ ^рачыгайӄаврытканӈытык/*рачыгайӄаврытканӈытык$
   ^1/*1$ ^рачвыӈыӈогъат/*рачвыӈыӈогъат$
   ^1/*1$ ^рачвыӈчагъат/*рачвыӈчагъат$
   ^1/*1$ ^рачвыӈрамкэты/*рачвыӈрамкэты$
   ^1/*1$ ^рачвыӈрамкык/*рачвыӈрамкык$
   ^1/*1$ ^рачвынтомгын/*рачвынтомгын$
   ^1/*1$ ^ратэркынтагъа/*ратэркынтагъа$
   ^1/*1$ ^ратчыӈаннэнат/*ратчыӈаннэнат$
   ^1/*1$ ^ратчочыкон/*ратчочыкон$
   ^1/*1$ ^ратрочыкокэн/*ратрочыкокэн$
   ^1/*1$ ^ратомгыроԓьыӄагтэ/*ратомгыроԓьыӄагтэ$
   ^1/*1$ ^ратвыӈыткы/*ратвыӈыткы$
   ^1/*1$ ^ратвыгнэн/*ратвыгнэн$
   ^1/*1$ ^ратваркын/*ратваркын$
   ^1/*1$ ^ратвагъа/*ратвагъа$
   ^1/*1$ ^ратагнэты/*ратагнэты$
   ^1/*1$ ^расӄэвынво/*расӄэвынво$
   ^1/*1$ ^расӄэвын/*расӄэвын$
   ^1/*1$ ^расӄэвтыԓяма/*расӄэвтыԓяма$
   ^1/*1$ ^рарачвыӈгъа/*рарачвыӈгъа$
   ^1/*1$ ^рарачвыгӈыт/*рарачвыгӈыт$
   ^1/*1$ ^рарагтыгъа/*рарагтыгъа$
   ^1/*1$ ^рапэчайвыӈынат/*рапэчайвыӈынат$
   ^1/*1$ ^рапэчайвыӈын/*рапэчайвыӈын$
   ^1/*1$ ^рапаԓӄанӈыӈӈогъэ/*рапаԓӄанӈыӈӈогъэ$
   ^1/*1$ ^рапаӄатԓытковнэн/*рапаӄатԓытковнэн$
   ^1/*1$ ^рапанӈыткы/*рапанӈыткы$
   ^1/*1$ ^ранӈавнэн/*ранӈавнэн$
   ^1/*1$ ^ранымгэчеӈыӈогъэ/*ранымгэчеӈыӈогъэ$
   ^1/*1$ ^ранпытвынтатыркынэткы/*ранпытвынтатыркынэткы$
   ^1/*1$ ^раноӈӈоӈыткы/*раноӈӈоӈыткы$
   ^1/*1$ ^ранмыӈынат/*ранмыӈынат$
   ^1/*1$ ^ранмыӈкы/*ранмыӈкы$
   ^1/*1$ ^ранмынъюук/*ранмынъюук$
   ^1/*1$ ^ранмыеквэйӈын/*ранмыеквэйӈын$
   ^1/*1$ ^рамкэты/*рамкэты$
   ^1/*1$ ^рамкэпы/*рамкэпы$
   ^1/*1$ ^рамаԓытванӈык/*рамаԓытванӈык$
   ^1/*1$ ^ракватынвэты/*ракватынвэты$
   ^1/*1$ ^райпынъёт/*райпынъёт$
   ^1/*1$ ^раймакыгнатватгъа/*раймакыгнатватгъа$
   ^1/*1$ ^райвачыӈӄач/*райвачыӈӄач$
   ^1/*1$ ^раеквэкэн/*раеквэкэн$
   ^1/*1$ ^рагыткарымӈопԓыткоӈыт/*рагыткарымӈопԓыткоӈыт$
   ^1/*1$ ^рагтыԓьэгым/*рагтыԓьэгым$
   ^1/*1$ ^рагтычагъат/*рагтычагъат$
   ^1/*1$ ^рагтытыԓяԓьын/*рагтытыԓяԓьын$
   ^1/*1$ ^рагтыткогъа/*рагтыткогъа$
   ^1/*1$ ^рагтакватгъэ/*рагтакватгъэ$
   ^1/*1$ ^рагтаймэнӈын/*рагтаймэнӈын$
   ^1/*1$ ^рагаԓяӈӈоӈыт/*рагаԓяӈӈоӈыт$
   ^1/*1$ ^пԓягтыгъэ/*пԓягтыгъэ$
   ^1/*1$ ^пԓегԓьугъи/*пԓегԓьугъи$
   ^1/*1$ ^пэԓӄэткинэт/*пэԓӄэткинэт$
   ^1/*1$ ^пэԓӄыпэԓ/*пэԓӄыпэԓ$
   ^1/*1$ ^пэԓӄумрэкин/*пэԓӄумрэкин$
   ^1/*1$ ^пэԓяёԓӄыԓтэ/*пэԓяёԓӄыԓтэ$
   ^1/*1$ ^пэԓятыԓьын/*пэԓятыԓьын$
   ^1/*1$ ^пэӈконвыт/*пэӈконвыт$
   ^1/*1$ ^пэӈкон/*пэӈкон$
   ^1/*1$ ^пэӄэтэтатгъэ/*пэӄэтэтатгъэ$
   ^1/*1$ ^пэчыгэченвыӄай/*пэчыгэченвыӄай$
   ^1/*1$ ^пэчайвыёт/*пэчайвыёт$
   ^1/*1$ ^пэчайвычанэнат/*пэчайвычанэнат$
   ^1/*1$ ^пэтԓеӄэгти/*пэтԓеӄэгти$
   ^1/*1$ ^пэтыыʼттъымԓявыт/*пэтыыʼттъымԓявыт$
   ^1/*1$ ^пэтырагты/*пэтырагты$
   ^1/*1$ ^пэрэчетъё/*пэрэчетъё$
   ^1/*1$ ^пэркыԓытваԓьэгыт/*пэркыԓытваԓьэгыт$
   ^1/*1$ ^пэпэӄыԓгыӈыттыӈӈогъэ/*пэпэӄыԓгыӈыттыӈӈогъэ$
   ^1/*1$ ^пэпэӄыԓгыянракаԓьата/*пэпэӄыԓгыянракаԓьата$
   ^1/*1$ ^пэпэӄыԓгаръоӈӈогъэ/*пэпэӄыԓгаръоӈӈогъэ$
   ^1/*1$ ^пэпэӄыԓгаръоӈногъэ/*пэпэӄыԓгаръоӈногъэ$
   ^1/*1$ ^пэнъёԓгыткогты/*пэнъёԓгыткогты$
   ^1/*1$ ^пэнрывыԓгыгъат/*пэнрывыԓгыгъат$
   ^1/*1$ ^пэнинэт/*пэнинэт$
   ^1/*1$ ^пэнинэк/*пэнинэк$
   ^1/*1$ ^пэнинэвиръыԓьын/*пэнинэвиръыԓьын$
   ^1/*1$ ^пэгчиӈэквъи/*пэгчиӈэквъи$
   ^1/*1$ ^пэгчиӈэ/*пэгчиӈэ$
   ^1/*1$ ^пэгчиӈытԓепысӄивыԓьыт/*пэгчиӈытԓепысӄивыԓьыт$
   ^1/*1$ ^пэвэԓкай/*пэвэԓкай$
   ^1/*1$ ^пыԓягтыгъат/*пыԓягтыгъат$
   ^1/*1$ ^пыԓитык/*пыԓитык$
   ^1/*1$ ^пыԓвынта/*пыԓвынта$
   ^1/*1$ ^пыӈыԓтэԓгъэ/*пыӈыԓтэԓгъэ$
   ^1/*1$ ^пыӈытԓьан/*пыӈытԓьан$
   ^1/*1$ ^пыӈытэԓгъат/*пыӈытэԓгъат$
   ^1/*1$ ^пычынԓинин/*пычынԓинин$
   ^1/*1$ ^пычгэтагты/*пычгэтагты$
   ^1/*1$ ^пытԓяк/*пытԓяк$
   ^1/*1$ ^пытӄэквэтгъи/*пытӄэквэтгъи$
   ^1/*1$ ^пытӄытвынэн/*пытӄытвынэн$
   ^1/*1$ ^пытӄытакаԓгыԓьын/*пытӄытакаԓгыԓьын$
   ^1/*1$ ^пытӄымытӄыратчоԓьаткэнат/*пытӄымытӄыратчоԓьаткэнат$
   ^1/*1$ ^пытӄыаԓваӈ/*пытӄыаԓваӈ$
   ^1/*1$ ^пытӄуйӈэ/*пытӄуйӈэ$
   ^1/*1$ ^пысӄунэръэт/*пысӄунэръэт$
   ^1/*1$ ^пысӄунэкык/*пысӄунэкык$
   ^1/*1$ ^пысӄунинэгынритԓьын/*пысӄунинэгынритԓьын$
   ^1/*1$ ^пынԓятыԓьын/*пынԓятыԓьын$
   ^1/*1$ ^пынԓятыԓьа/*пынԓятыԓьа$
   ^1/*1$ ^пынԓятгъэ/*пынԓятгъэ$
   ^1/*1$ ^пынԓятгъат/*пынԓятгъат$
   ^1/*1$ ^пынԓываԓёмгъэ/*пынԓываԓёмгъэ$
   ^1/*1$ ^пынԓенэн/*пынԓенэн$
   ^1/*1$ ^пыкэтԓьатчагъат/*пыкэтԓьатчагъат$
   ^1/*1$ ^пыкэтчыӄэвма/*пыкэтчыӄэвма$
   ^1/*1$ ^пыкэтчагъат/*пыкэтчагъат$
   ^1/*1$ ^пыкэттыԓян/*пыкэттыԓян$
   ^1/*1$ ^пыкэрыԓьэты/*пыкэрыԓьэты$
   ^1/*1$ ^пыкэрыӈоӄайык/*пыкэрыӈоӄайык$
   ^1/*1$ ^пыкэрыӈоӄаатык/*пыкэрыӈоӄаатык$
   ^1/*1$ ^пыкэрыӈокэнат/*пыкэрыӈокэнат$
   ^1/*1$ ^пыкэрыӈогъат/*пыкэрыӈогъат$
   ^1/*1$ ^пыкэрынво/*пыкэрынво$
   ^1/*1$ ^пыкэргырыӈкы/*пыкэргырыӈкы$
   ^1/*1$ ^пыкэргыргыӈкы/*пыкэргыргыӈкы$
   ^1/*1$ ^пыкитԓьэт/*пыкитԓьэт$
   ^1/*1$ ^пыкитчыӄивыԓьын/*пыкитчыӄивыԓьын$
   ^1/*1$ ^пыкирыԓьын/*пыкирыԓьын$
   ^1/*1$ ^пыкирыткуԓьэтык/*пыкирыткуԓьэтык$
   ^1/*1$ ^пык/*пык$
   ^1/*1$ ^пыгпыгэты/*пыгпыгэты$
   ^1/*1$ ^пыгпыга/*пыгпыга$
   ^1/*1$ ^пыго/*пыго$
   ^1/*1$ ^пъэйӈэӄин/*пъэйӈэӄин$
   ^1/*1$ ^пучьэт/*пучьэт$
   ^1/*1$ ^пунӈиттэтгъи/*пунӈиттэтгъи$
   ^1/*1$ ^пуевэгыткук/*пуевэгыткук$
   ^1/*1$ ^птэ/*птэ$
   ^1/*1$ ^пояӄайӈытайгот/*пояӄайӈытайгот$
   ^1/*1$ ^пояӄаеты/*пояӄаеты$
   ^1/*1$ ^понтат/*понтат$
   ^1/*1$ ^пойгыԓьатыԓьэты/*пойгыԓьатыԓьэты$
   ^1/*1$ ^пойгыԓьатыԓьын/*пойгыԓьатыԓьын$
   ^1/*1$ ^пойгыԓьатыԓьа/*пойгыԓьатыԓьа$
   ^1/*1$ ^пойгъэӈыткынэты/*пойгъэӈыткынэты$
   ^1/*1$ ^пойгъэӈыткынык/*пойгъэӈыткынык$
   ^1/*1$ ^пипиӄыԓгэръэт/*пипиӄыԓгэръэт$
   ^1/*1$ ^пипиӄыԓгыгиԓигъи/*пипиӄыԓгыгиԓигъи$
   ^1/*1$ ^пипиӄыԓгук/*пипиӄыԓгук$
   ^1/*1$ ^паԓяквыт/*паԓяквыт$
   ^1/*1$ ^паԓкынтатчагъат/*паԓкынтатчагъат$
   ^1/*1$ ^патԓятэвԓягъэ/*патԓятэвԓягъэ$
   ^1/*1$ ^панэнръэтъэвкэ/*панэнръэтъэвкэ$
   ^1/*1$ ^пагчеӈгыргэгыт/*пагчеӈгыргэгыт$
   ^1/*1$ ^оԓытваԓьатыԓьын/*оԓытваԓьатыԓьын$
   ^1/*1$ ^оԓытванвык/*оԓытванвык$
   ^1/*1$ ^оԓвытваԓьатык/*оԓвытваԓьатык$
   ^1/*1$ ^оԓвытваркынэтык/*оԓвытваркынэтык$
   ^1/*1$ ^оԓвынвык/*оԓвынвык$
   ^1/*1$ ^оттынпыткынэты/*оттынпыткынэты$
   ^1/*1$ ^оттынпыткынык/*оттынпыткынык$
   ^1/*1$ ^оттыгэченвэты/*оттыгэченвэты$
   ^1/*1$ ^орвытараӈэты/*орвытараӈэты$
   ^1/*1$ ^орвымкийӈын/*орвымкийӈын$
   ^1/*1$ ^орвыкэнат/*орвыкэнат$
   ^1/*1$ ^орвык/*орвык$
   ^1/*1$ ^орвыгъет/*орвыгъет$
   ^1/*1$ ^орвъаматыԓьыт/*орвъаматыԓьыт$
   ^1/*1$ ^орвъамата/*орвъамата$
   ^1/*1$ ^орвоор/*орвоор$
   ^1/*1$ ^опынъыԓеё/*опынъыԓеё$
   ^1/*1$ ^опопъым/*опопъым$
   ^1/*1$ ^оннаквыргэпы/*оннаквыргэпы$
   ^1/*1$ ^онмычыкон/*онмычыкон$
   ^1/*1$ ^омӄайӈын/*омӄайӈын$
   ^1/*1$ ^омъянвык/*омъянвык$
   ^1/*1$ ^омоммачы/*омоммачы$
   ^1/*1$ ^омкыянвэты/*омкыянвэты$
   ^1/*1$ ^омкычыкоеквэ/*омкычыкоеквэ$
   ^1/*1$ ^омаквъат/*омаквъат$
   ^1/*1$ ^окватъевыма/*окватъевыма$
   ^1/*1$ ^ойӈыпыԓвэԓьыт/*ойӈыпыԓвэԓьыт$
   ^1/*1$ ^ойымпыкыԓгийӈын/*ойымпыкыԓгийӈын$
   ^1/*1$ ^ойымпъатъоԓя/*ойымпъатъоԓя$
   ^1/*1$ ^ойымпака/*ойымпака$
   ^1/*1$ ^ойваԓьё/*ойваԓьё$
   ^1/*1$ ^ов/*ов$
   ^1/*1$ ^оʼтчоԓьын/*оʼтчоԓьын$
   ^1/*1$ ^оʼраӈӄаӈӄачагты/*оʼраӈӄаӈӄачагты$
   ^1/*1$ ^оʼраӈанко/*оʼраӈанко$
   ^1/*1$ ^оʼраыныкагты/*оʼраыныкагты$
   ^1/*1$ ^оʼратԓывъёӄай/*оʼратԓывъёӄай$
   ^1/*1$ ^оʼрарагтэты/*оʼрарагтэты$
   ^1/*1$ ^оʼрапэнъёԓгыӈӄачагты/*оʼрапэнъёԓгыӈӄачагты$
   ^1/*1$ ^оʼрамръаӈ/*оʼрамръаӈ$
   ^1/*1$ ^оʼравэтԓьо/*оʼравэтԓьо$
   ^1/*1$ ^оʼравэтԓьаԓԓяпгъэ/*оʼравэтԓьаԓԓяпгъэ$
   ^1/*1$ ^оʼравэтԓьаӈавысӄат/*оʼравэтԓьаӈавысӄат$
   ^1/*1$ ^оʼравэтԓьайгыт/*оʼравэтԓьайгыт$
   ^1/*1$ ^оʼптыгынмыяп/*оʼптыгынмыяп$
   ^1/*1$ ^оʼптывэгъат/*оʼптывэгъат$
   ^1/*1$ ^нэԓгэпы/*нэԓгэпы$
   ^1/*1$ ^нэԓгэ/*нэԓгэ$
   ^1/*1$ ^нэԓгыт/*нэԓгыт$
   ^1/*1$ ^нэԓгыеквэ/*нэԓгыеквэ$
   ^1/*1$ ^нэԓгыгыԓгытвынин/*нэԓгыгыԓгытвынин$
   ^1/*1$ ^нэӈэӈытвичычеӄин/*нэӈэӈытвичычеӄин$
   ^1/*1$ ^нээккэӄэй/*нээккэӄэй$
   ^1/*1$ ^нэчвин/*нэчвин$
   ^1/*1$ ^нэтэнынныӈын/*нэтэнынныӈын$
   ^1/*1$ ^нэтэнынныӈгъэн/*нэтэнынныӈгъэн$
   ^1/*1$ ^нэтэнъэткугъэн/*нэтэнъэткугъэн$
   ^1/*1$ ^нэтэнъивӈычитын/*нэтэнъивӈычитын$
   ^1/*1$ ^нэтэнйиԓыӈыркынигыт/*нэтэнйиԓыӈыркынигыт$
   ^1/*1$ ^нэтэйкыгъэн/*нэтэйкыгъэн$
   ^1/*1$ ^нэтэйвыӈгъэн/*нэтэйвыӈгъэн$
   ^1/*1$ ^нэткугъэн/*нэткугъэн$
   ^1/*1$ ^нэтиӈучитгъэн/*нэтиӈучитгъэн$
   ^1/*1$ ^нэрэтэнрэсӄивӈыгыт/*нэрэтэнрэсӄивӈыгыт$
   ^1/*1$ ^нэрэнпэԓӄуквым/*нэрэнпэԓӄуквым$
   ^1/*1$ ^нэрэнинъэйвынтык/*нэрэнинъэйвынтык$
   ^1/*1$ ^нэрымъэйӈэгъэн/*нэрымъэйӈэгъэн$
   ^1/*1$ ^нэръэйӈэԓьэнмык/*нэръэйӈэԓьэнмык$
   ^1/*1$ ^нэрмэӄинэт/*нэрмэӄинэт$
   ^1/*1$ ^нэрмэӄин/*нэрмэӄин$
   ^1/*1$ ^нэркыԓеԓьэтын/*нэркыԓеԓьэтын$
   ^1/*1$ ^нэпԓыткугъэн/*нэпԓыткугъэн$
   ^1/*1$ ^нэнԓьэтэтынэт/*нэнԓьэтэтынэт$
   ^1/*1$ ^нэнӈивытык/*нэнӈивытык$
   ^1/*1$ ^нэнӈивыгыт/*нэнӈивыгыт$
   ^1/*1$ ^нэнӈивыгым/*нэнӈивыгым$
   ^1/*1$ ^нэнэнаркэԓеӄэн/*нэнэнаркэԓеӄэн$
   ^1/*1$ ^нэнэймэвыркынимык/*нэнэймэвыркынимык$
   ^1/*1$ ^нэнэймэвын/*нэнэймэвын$
   ^1/*1$ ^нэнынвиԓетынэт/*нэнынвиԓетынэт$
   ^1/*1$ ^нэнъыԓьунэт/*нэнъыԓьунэт$
   ^1/*1$ ^нэнъысӄагтыпэӈкоӄэнат/*нэнъысӄагтыпэӈкоӄэнат$
   ^1/*1$ ^нэнъурэвэтын/*нэнъурэвэтын$
   ^1/*1$ ^нэнчывинчыгъэн/*нэнчывинчыгъэн$
   ^1/*1$ ^нэнучитын/*нэнучитын$
   ^1/*1$ ^нэнутэргыгъэн/*нэнутэргыгъэн$
   ^1/*1$ ^нэнтэвиминӈэтыркынигым/*нэнтэвиминӈэтыркынигым$
   ^1/*1$ ^нэнтивыгъэн/*нэнтивыгъэн$
   ^1/*1$ ^нэнрэнинъэвыӈытык/*нэнрэнинъэвыӈытык$
   ^1/*1$ ^нэнрывинрыгъэн/*нэнрывинрыгъэн$
   ^1/*1$ ^нэнпыгъэн/*нэнпыгъэн$
   ^1/*1$ ^нэносӄэн/*нэносӄэн$
   ^1/*1$ ^нэнойӈэмтэӄэн/*нэнойӈэмтэӄэн$
   ^1/*1$ ^нэнйиткугъэн/*нэнйиткугъэн$
   ^1/*1$ ^нэнинтыгъэн/*нэнинтыгъэн$
   ^1/*1$ ^нэнаԓпынрыӄэнат/*нэнаԓпынрыӄэнат$
