^2606/*2606$ ^./.<sent>$
   ^1/*1$ ^нэнагтыӄэчгытрынпэравӄэн/*нэнагтыӄэчгытрынпэравӄэн$
   ^1/*1$ ^нэнагаԓяӄэнат/*нэнагаԓяӄэнат$
   ^1/*1$ ^нэнагатгаткоӄэнат/*нэнагатгаткоӄэнат$
   ^1/*1$ ^нэнавъёнэԓёӄэн/*нэнавъёнэԓёӄэн$
   ^1/*1$ ^нэнавъёнэԓьавкэн/*нэнавъёнэԓьавкэн$
   ^1/*1$ ^нэнаваԓёмӄэнат/*нэнаваԓёмӄэнат$
   ^1/*1$ ^нэмэԓымӈэ/*нэмэԓымӈэ$
   ^1/*1$ ^нэмытԓёнэн/эмытԓёк<v><tv><neut><intn><a_sg3><o_sg3>$
   ^1/*1$ ^нэмитчьэԓетъюунэт/*нэмитчьэԓетъюунэт$
   ^1/*1$ ^нэкыԓтынэт/кыԓтык<v><tv><neut><aor><a_pl3><o_pl3>$
   ^1/*1$ ^нэкыԓгэтын/кыԓгэтык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^1/*1$ ^нэкыԓгытвыгъэн/*нэкыԓгытвыгъэн$
   ^1/*1$ ^нэкыԓвыгъэн/*нэкыԓвыгъэн$
   ^1/*1$ ^нэкимԓиԓын/*нэкимԓиԓын$
   ^1/*1$ ^нэйӈэнэт/йыӈэк<v><tv><neut><aor><a_pl3><o_pl3>$
   ^1/*1$ ^нэйӈэгъэн/*нэйӈэгъэн$
   ^1/*1$ ^нэйыԓыпԓыткун/йыԓык<v><tv><compl><neut><aor><a_pl3><o_sg3>$
   ^1/*1$ ^нэйыԓынэт/*нэйыԓынэт$
   ^1/*1$ ^нэйпэгъэн/*нэйпэгъэн$
   ^1/*1$ ^нэймитын/эймитык<v><iv><neut><intn><s_sg3>/эймитык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^1/*1$ ^нэйитъэтыркынимык/йитъэтык<v><tv><prog><aor><a_pl3><o_pl1>$
   ^1/*1$ ^нэгитэн/гитэк<v><tv><neut><aor><a_pl3><o_sg3>$
   ^1/*1$ ^нэгитэгъэн/*нэгитэгъэн$
   ^1/*1$ ^нэвԓывъентоӄэн/*нэвԓывъентоӄэн$
   ^1/*1$ ^нэвэгыԓкуйвыгъэн/*нэвэгыԓкуйвыгъэн$
   ^1/*1$ ^нэвэгыԓкугъэн/*нэвэгыԓкугъэн$
   ^1/*1$ ^ныԓӄытыркын/ӄытык<v><iv><prog><intn><s_sg3>$
   ^1/*1$ ^ныԓӄытын/ӄытык<v><iv><neut><intn><s_sg3>$
   ^1/*1$ ^ныԓӄутӄин/ӄутык<v><iv><stat><hab><s_sg3>/ӄутык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныԓьуӄин/ԓьук<v><iv><stat><hab><s_sg3>/ԓьук<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныԓьунинэт/ԓьук<v><tv><neut><intn><a_sg3><o_pl3>$
   ^1/*1$ ^ныԓьунин/ԓьук<v><tv><neut><intn><a_sg3><o_sg3>$
   ^1/*1$ ^ныԓьавынтыватынат/*ныԓьавынтыватынат$
   ^1/*1$ ^ныԓымӈэнаӄэн/ԓымӈэнак<v><iv><stat><hab><s_sg3>/ԓымӈэнак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныԓымӈэнайгым/ԓымӈэнак<v><iv><stat><hab><s_sg1>/ԓымӈэнак<v><tv><stat><hab><a_pl3><o_sg1>$
   ^1/*1$ ^ныԓеԓгыттъэтысӄивӄинэт/*ныԓеԓгыттъэтысӄивӄинэт$
   ^1/*1$ ^ныԓетури/тыԓек<v><iv><stat><hab><s_pl2>/тыԓек<v><tv><stat><hab><a_3><o_pl2>$
   ^1/*1$ ^ныԓейгыт/тыԓек<v><iv><stat><hab><s_sg2>/тыԓек<v><tv><stat><hab><a_3><o_sg2>$
   ^1/*1$ ^ныԓейвыӄин/тыԓек<v><iv><coop_o><stat><hab><s_sg3>/тыԓек<v><tv><coop_o><stat><hab><a_pl3><o_sg3>/ԓейвык<v><iv><stat><hab><s_sg3>/ԓейвык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныԓейвыткуӄин/ԓейвык<v><iv><ap2><stat><hab><s_sg3>/ԓейвык<v><iv><iter><stat><hab><s_sg3>/ԓейвык<v><iv><utilit><stat><hab><s_sg3>/ԓейвык<v><tv><ap2><stat><hab><a_pl3><o_sg3>/ԓейвык<v><tv><iter><stat><hab><a_pl3><o_sg3>/ԓейвык<v><tv><utilit><stat><hab><a_pl3><o_sg3>/ԓейвыткук<v><iv><stat><hab><s_sg3>/ԓейвыткук<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныԓегъэн/тыԓек<v><iv><neut><intn><s_sg3>$
   ^1/*1$ ^ныԓевтуткуԓьэтӄин/*ныԓевтуткуԓьэтӄин$
   ^1/*1$ ^ныԓгэӄамэтваԓьатӄэн/*ныԓгэӄамэтваԓьатӄэн$
   ^1/*1$ ^ныԓгэранмыӈӄэн/*ныԓгэранмыӈӄэн$
   ^1/*1$ ^ныԓгэнԓынтоӄэн/*ныԓгэнԓынтоӄэн$
   ^1/*1$ ^ныԓгэкоргавӄэн/*ныԓгэкоргавӄэн$
   ^1/*1$ ^ныԓгэйъаркыпԓыӄэн/*ныԓгэйъаркыпԓыӄэн$
   ^1/*1$ ^ныԓгытури/тыԓгык<v><iv><stat><hab><s_pl2>/тыԓгык<v><tv><stat><hab><a_3><o_pl2>$
   ^1/*1$ ^ныԓгымури/тыԓгык<v><iv><stat><hab><s_pl1>/тыԓгык<v><tv><stat><hab><a_pl3><o_pl1>/тыԓгык<v><tv><stat><hab><a_sg3><o_pl1>$
   ^1/*1$ ^ныԓгиӄувчимгъуӄин/*ныԓгиӄувчимгъуӄин$
   ^1/*1$ ^ныԓгитэӈычьэтӄин/*ныԓгитэӈычьэтӄин$
   ^1/*1$ ^ныԓгитэвмэтэвӄин/*ныԓгитэвмэтэвӄин$
   ^1/*1$ ^ныԓгитэвиминӈыӄин/*ныԓгитэвиминӈыӄин$
   ^1/*1$ ^ныԓгирэнэчьэвӈыӄин/*ныԓгирэнэчьэвӈыӄин$
   ^1/*1$ ^ныԓгиръэвъуйгыт/*ныԓгиръэвъуйгыт$
   ^1/*1$ ^ныԓгинычивмыӄин/*ныԓгинычивмыӄин$
   ^1/*1$ ^ныԓгинытэӈӄин/*ныԓгинытэӈӄин$
   ^1/*1$ ^ныԓгинытэрмэчьыӈӄин/*ныԓгинытэрмэчьыӈӄин$
   ^1/*1$ ^ныԓгинымӄынԓеӈу/*ныԓгинымӄынԓеӈу$
   ^1/*1$ ^ныԓгиныгыттэпӄин/*ныԓгиныгыттэпӄин$
   ^1/*1$ ^ныԓгиныгынникуӄин/*ныԓгиныгынникуӄин$
   ^1/*1$ ^ныԓгиныгтиӈӄин/*ныԓгиныгтиӈӄин$
   ^1/*1$ ^ныԓгинывэймэнӄинэт/*ныԓгинывэймэнӄинэт$
   ^1/*1$ ^ныԓгинывысӄигыт/*ныԓгинывысӄигыт$
   ^1/*1$ ^ныԓгининъыӄин/*ныԓгининъыӄин$
   ^1/*1$ ^ныԓгиниквыӄинэт/*ныԓгиниквыӄинэт$
   ^1/*1$ ^ныԓгигпиԓьыԓьэтӄин/*ныԓгигпиԓьыԓьэтӄин$
   ^1/*1$ ^ныԓгатӄатӄэн/*ныԓгатӄатӄэн$
   ^1/*1$ ^ныԓгайыԓгавӄэн/*ныԓгайыԓгавӄэн$
   ^1/*1$ ^ныԓвавӄэнат/ԓывавык<v><iv><stat><hab><s_pl3>/ԓывавык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныԓвавыӈӈоӄэнат/тыԓвык<v><iv><th><inch2><stat><hab><s_pl3>/тыԓвык<v><tv><th><inch2><stat><hab><a_pl3><o_pl3>/ԓывавык<v><iv><inch2><stat><hab><s_pl3>/ԓывавык<v><tv><inch2><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныӈэԓгынтоӄэн/*ныӈэԓгынтоӄэн$
   ^1/*1$ ^ныӈэԓвыԓьынтэгрэвӄин/*ныӈэԓвыԓьынтэгрэвӄин$
   ^1/*1$ ^ныӈэвынъюӄинэт/*ныӈэвынъюӄинэт$
   ^1/*1$ ^ныӈэвынъюсӄивигым/*ныӈэвынъюсӄивигым$
   ^1/*1$ ^ныӈыркыԓӄэн/ныӈыркыԓӄэн<adj><3sg>$
   ^1/*1$ ^ныӈавывъентоӄэн/*ныӈавывъентоӄэн$
   ^1/*1$ ^ныӄԓегратайкавынат/*ныӄԓегратайкавынат$
   ^1/*1$ ^ныӄэрыӄэн/*ныӄэрыӄэн$
   ^1/*1$ ^ныӄэминпыӄинэт/*ныӄэминпыӄинэт$
   ^1/*1$ ^ныӄэвъячатӄэнат/ӄэвъячатык<v><iv><stat><hab><s_pl3>/ӄэвъячатык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныӄэвиигичигъэн/*ныӄэвиигичигъэн$
   ^1/*1$ ^ныӄэвигичиӄинэт/*ныӄэвигичиӄинэт$
   ^1/*1$ ^ныӄысӄычевӄинэт/ӄысӄычевык<v><iv><stat><hab><s_pl3>/ӄысӄычевык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныӄуԓиԓьэтысӄычетӄин/*ныӄуԓиԓьэтысӄычетӄин$
   ^1/*1$ ^ныӄорагынрэтӄэн/ӄорагынрэтык<v><iv><stat><hab><s_sg3>/ӄорагынрэтык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныӄамэтваӈноӄэнат/*ныӄамэтваӈноӄэнат$
   ^1/*1$ ^ныӄамэтвачаӄэнат/*ныӄамэтвачаӄэнат$
   ^1/*1$ ^ныӄамэтвасӄэвын/*ныӄамэтвасӄэвын$
   ^1/*1$ ^ныӄамэтваркын/ӄамэтвак<v><iv><prog><intn><s_sg3>$
   ^1/*1$ ^ныӄамэпэнрыӄэн/*ныӄамэпэнрыӄэн$
   ^1/*1$ ^ныӄааԓьатакватӄэн/*ныӄааԓьатакватӄэн$
   ^1/*1$ ^ныӄаанматӄэнат/ӄаанматык<v><iv><stat><hab><s_pl3>/ӄаанматык<v><tv><stat><hab><a_pl3><o_pl3>/ӄаанмык<v><iv><th><stat><hab><s_pl3>/ӄаанмык<v><tv><th><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныёпыеквэԓьатӄэн/*ныёпыеквэԓьатӄэн$
   ^1/*1$ ^ныянотыԓьатӄэн/*ныянотыԓьатӄэн$
   ^1/*1$ ^ныяноттыԓяӄэн/*ныяноттыԓяӄэн$
   ^1/*1$ ^ныяаноттыԓякэн/*ныяаноттыԓякэн$
   ^1/*1$ ^ныяакэн/ыяакэн<adj><3sg>$
   ^1/*1$ ^ныюптэӈэвыԓтэтӄинэт/*ныюптэӈэвыԓтэтӄинэт$
   ^1/*1$ ^нычичыԓьэтигым/чичыԓьэтык<v><iv><stat><hab><s_sg1>/чичыԓьэтык<v><tv><stat><hab><a_pl3><o_sg1>$
   ^1/*1$ ^нычичевӄин/чичевык<v><iv><stat><hab><s_sg3>/чичевык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нычимгъуӄинэт/чимгъук<v><iv><stat><hab><s_pl3>/чимгъук<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нычимгъуӄин/чимгъук<v><iv><stat><hab><s_sg3>/чимгъук<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нычиитӄин/нычиитӄин<adj><3sg>$
   ^1/*1$ ^ныченрыгчатӄэнат/*ныченрыгчатӄэнат$
   ^1/*1$ ^нычейвыткуӄинэт/чейвык<v><iv><ap2><stat><hab><s_pl3>/чейвык<v><iv><iter><stat><hab><s_pl3>/чейвык<v><iv><utilit><stat><hab><s_pl3>/чейвык<v><tv><ap2><stat><hab><a_pl3><o_pl3>/чейвык<v><tv><iter><stat><hab><a_pl3><o_pl3>/чейвык<v><tv><utilit><stat><hab><a_pl3><o_pl3>/чейвыткук<v><iv><stat><hab><s_pl3>/чейвыткук<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нычаёткогъан/чаёк<v><iv><ap2><neut><intn><s_sg3>/чаёк<v><iv><iter><neut><intn><s_sg3>/чаёк<v><iv><utilit><neut><intn><s_sg3>$
   ^1/*1$ ^нытԓытваӄэн/рыԓык<v><iv><res><stat><hab><s_sg3>/рыԓык<v><tv><res><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нытԓепыткун/*нытԓепыткун$
   ^1/*1$ ^нытԓепыткуйгыт/*нытԓепыткуйгыт$
   ^1/*1$ ^нытӄичгытрэтӄинэт/*нытӄичгытрэтӄинэт$
   ^1/*1$ ^нытэԓгэтыԓьэтӄин/*нытэԓгэтыԓьэтӄин$
   ^1/*1$ ^нытэӈъэв/нытэӈъэв<adv>$
   ^1/*1$ ^нытэӈуԓвэвэвииӄин/*нытэӈуԓвэвэвииӄин$
   ^1/*1$ ^нытэргатӄэнат/тэргатык<v><iv><stat><hab><s_pl3>/тэргатык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нытэргатӄэн/тэргатык<v><iv><stat><hab><s_sg3>/тэргатык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нытэнмавӄэн/тэнмавык<v><iv><stat><hab><s_sg3>/тэнмавык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нытэмъюӈйивыӄин/*нытэмъюӈйивыӄин$
   ^1/*1$ ^нытэмъюгнинэт/тэмъюӈык<v><tv><neut><intn><a_sg3><o_pl3>$
   ^1/*1$ ^нытэйӈэтӄинэт/тэйӈэтык<v><iv><stat><hab><s_pl3>/тэйӈэтык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нытэгрэттыԓеӄинэт/*нытэгрэттыԓеӄинэт$
   ^1/*1$ ^нытэвыӄэн/*нытэвыӄэн$
   ^1/*1$ ^нытэвывыргыргатӄэн/*нытэвывыргыргатӄэн$
   ^1/*1$ ^нытэвиминӈыӄинэт/тэвиминӈык<v><iv><stat><hab><s_pl3>/тэвиминӈык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нытымԓяттыԓяӄэн/*нытымԓяттыԓяӄэн$
   ^1/*1$ ^нытымӈэвӄэнат/*нытымӈэвӄэнат$
   ^1/*1$ ^нытъыԓкамаграӄэн/*нытъыԓкамаграӄэн$
   ^1/*1$ ^нытъыԓкамаграръоӄэн/*нытъыԓкамаграръоӄэн$
   ^1/*1$ ^нытурвуԓӄытвичычеӄин/*нытурвуԓӄытвичычеӄин$
   ^1/*1$ ^ныттъивыӄинэт/*ныттъивыӄинэт$
   ^1/*1$ ^нытриԓӄинэт/рытриԓык<v><iv><stat><hab><s_pl3>/рытриԓык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нытомгатӄэн/томгатык<v><iv><stat><hab><s_sg3>/томгатык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныткэӄэн/*ныткэӄэн$
   ^1/*1$ ^ныткоочгыткоӄэнат/*ныткоочгыткоӄэнат$
   ^1/*1$ ^ныткивигым/кивык<v><iv><stat><hab><s_sg1>/кивык<v><tv><stat><hab><a_pl3><o_sg1>$
   ^1/*1$ ^ныти/*ныти$
   ^1/*1$ ^нытвынэнат/*нытвынэнат$
   ^1/*1$ ^нытванат/вак<v><iv><neut><intn><s_pl3>$
   ^1/*1$ ^нытвайгым/вак<v><iv><stat><hab><s_sg1>/вак<v><tv><stat><hab><a_pl3><o_sg1>$
   ^1/*1$ ^нытвагъан/вак<v><iv><neut><intn><s_sg3>$
   ^1/*1$ ^нытаӈэргыпйъэԓгытваӄэн/*нытаӈэргыпйъэԓгытваӄэн$
   ^1/*1$ ^нытатԓыӈыткоӄэн/татԓыӈык<v><iv><ap2><stat><hab><s_sg3>/татԓыӈык<v><iv><iter><stat><hab><s_sg3>/татԓыӈык<v><iv><utilit><stat><hab><s_sg3>/татԓыӈык<v><tv><ap2><stat><hab><a_pl3><o_sg3>/татԓыӈык<v><tv><iter><stat><hab><a_pl3><o_sg3>/татԓыӈык<v><tv><utilit><stat><hab><a_pl3><o_sg3>/татԓыӈыткок<v><iv><stat><hab><s_sg3>/татԓыӈыткок<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нытанпэраӄэн/*нытанпэраӄэн$
   ^1/*1$ ^нытайкавтэнмавӄэн/*нытайкавтэнмавӄэн$
   ^1/*1$ ^нытавэмэнӈыяайгым/*нытавэмэнӈыяайгым$
   ^1/*1$ ^нырэԓюуӄэтӄин/*нырэԓюуӄэтӄин$
   ^1/*1$ ^нырэӄытъуԓюйгыт/*нырэӄытъуԓюйгыт$
   ^1/*1$ ^нырэӄын/рэӄык<v><iv><neut><intn><s_sg3>$
   ^1/*1$ ^нырэӄыгъэн/*нырэӄыгъэн$
   ^1/*1$ ^нырэӄуӄин/рэӄык<v><iv><consume><stat><hab><s_sg3>/рэӄык<v><tv><consume><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нырэӄин/*нырэӄин$
   ^1/*1$ ^нырэсӄивӄин/рэсӄивык<v><iv><stat><hab><s_sg3>/рэсӄивык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нырэпириӈӄин/*нырэпириӈӄин$
   ^1/*1$ ^нырэмыннуӈӄин/рэмыннуӈык<v><iv><stat><hab><s_sg3>/рэмыннуӈык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нырыԓгывинвэтӄин/*нырыԓгывинвэтӄин$
   ^1/*1$ ^нырыттэԓӄэн/*нырыттэԓӄэн$
   ^1/*1$ ^нырынрэԓытваӄэн/*нырынрэԓытваӄэн$
   ^1/*1$ ^ныръэйыпыткуԓьэтӄин/*ныръэйыпыткуԓьэтӄин$
   ^1/*1$ ^ныръэвӈыттыӄинэт/*ныръэвӈыттыӄинэт$
   ^1/*1$ ^ныръэвэԓвэтӄин/*ныръэвэԓвэтӄин$
   ^1/*1$ ^ныръэвынъюӄинэт/*ныръэвынъюӄинэт$
   ^1/*1$ ^ныръэвъэмэтыпкирӄинэт/*ныръэвъэмэтыпкирӄинэт$
   ^1/*1$ ^ныръэвуԓьэтӄинэт/*ныръэвуԓьэтӄинэт$
   ^1/*1$ ^ныръоръайӈаӄэн/ръоръайӈак<v><iv><stat><hab><s_sg3>/ръоръайӈак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныръарэрэгыт/*ныръарэрэгыт$
   ^1/*1$ ^ныроӄ/*ныроӄ$
   ^1/*1$ ^ныркыԓеӄин/*ныркыԓеӄин$
   ^1/*1$ ^ныркычавычьатӄэн/*ныркычавычьатӄэн$
   ^1/*1$ ^ныркыпԓыӄэн/*ныркыпԓыӄэн$
   ^1/*1$ ^ныриӈэсӄычетыԓьэтӄин/*ныриӈэсӄычетыԓьэтӄин$
   ^1/*1$ ^ныринъытвиӈӄинэт/*ныринъытвиӈӄинэт$
   ^1/*1$ ^нырачвыӈынат/*нырачвыӈынат$
   ^1/*1$ ^нырапэԓяӈэгым/*нырапэԓяӈэгым$
   ^1/*1$ ^нырамԓытвэӈӄэнат/*нырамԓытвэӈӄэнат$
   ^1/*1$ ^нырагтытыԓяӄэн/*нырагтытыԓяӄэн$
   ^1/*1$ ^нырагтытыԓякэн/*нырагтытыԓякэн$
   ^1/*1$ ^ныпӄин/ыпык<v><iv><stat><hab><s_sg3>/ыпык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныпэԓӄумруӄин/*ныпэԓӄумруӄин$
   ^1/*1$ ^ныпэԓятӄэн/пэԓятык<v><iv><stat><hab><s_sg3>/пэԓятык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныпэӄэттатӄэн/*ныпэӄэттатӄэн$
   ^1/*1$ ^ныпэӄэтатыԓьатӄэн/*ныпэӄэтатыԓьатӄэн$
   ^1/*1$ ^ныпэчгарэрӄэнат/*ныпэчгарэрӄэнат$
   ^1/*1$ ^ныпэчаткоӄэнат/*ныпэчаткоӄэнат$
   ^1/*1$ ^ныпэрӄытваӄэнат/*ныпэрӄытваӄэнат$
   ^1/*1$ ^ныпэраӄэн/ныпэраӄэн<adj><3sg>/пэрак<v><iv><stat><hab><s_sg3>/пэрак<v><tv><stat><hab><a_pl3><o_sg3>/пэрачьын<adj><3sg>$
   ^1/*1$ ^ныпэгԓяӄэн/*ныпэгԓяӄэн$
   ^1/*1$ ^ныпэгчиӈэтӄинэт/пэгчиӈэтык<v><iv><stat><hab><s_pl3>/пэгчиӈэтык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныпэгчиӈэтигым/пэгчиӈэтык<v><iv><stat><hab><s_sg1>/пэгчиӈэтык<v><tv><stat><hab><a_pl3><o_sg1>$
   ^1/*1$ ^ныпыԓӄэтын/пыԓӄэтык<v><iv><neut><intn><s_sg3>$
   ^1/*1$ ^ныпъаӄэнат/пъак<v><iv><stat><hab><s_pl3>/пъак<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныпчиӄэӈыттыӄинэт/*ныпчиӄэӈыттыӄинэт$
   ^1/*1$ ^ныппыԓюӄинэӄэгти/*ныппыԓюӄинэӄэгти$
   ^1/*1$ ^ныппыԓьэвӄэй/*ныппыԓьэвӄэй$
   ^1/*1$ ^ныпкирӄинэт/пыкирык<v><iv><stat><hab><s_pl3>/пыкирык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныпкирыткуӄинэт/пыкирык<v><iv><ap2><stat><hab><s_pl3>/пыкирык<v><iv><iter><stat><hab><s_pl3>/пыкирык<v><iv><utilit><stat><hab><s_pl3>/пыкирык<v><tv><ap2><stat><hab><a_pl3><o_pl3>/пыкирык<v><tv><iter><stat><hab><a_pl3><o_pl3>/пыкирык<v><tv><utilit><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныпирӄысӄивӄин/*ныпирӄысӄивӄин$
   ^1/*1$ ^ныпипиӄыԓгыгиԓикин/*ныпипиӄыԓгыгиԓикин$
   ^1/*1$ ^ныпинтыӄэтӄин/пинтыӄэтык<v><iv><stat><hab><s_sg3>/пинтыӄэтык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныпиврэӄинэт/пиврэк<v><iv><stat><hab><s_pl3>/пиврэк<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^ныпиврэӄин/пиврэк<v><iv><stat><hab><s_sg3>/пиврэк<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныпатӄэн/ыпатык<v><iv><stat><hab><s_sg3>/ыпатык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынԓыпԓяннэн/*нынԓыпԓяннэн$
   ^1/*1$ ^нынԓынтоӄэн/*нынԓынтоӄэн$
   ^1/*1$ ^нынԓеӄин/рыԓек<v><iv><stat><hab><s_sg3>/рыԓек<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынԓетӄин/рыԓек<v><iv><th><stat><hab><s_sg3>/рыԓек<v><tv><th><stat><hab><a_pl3><o_sg3>/рыԓик<v><iv><th><stat><hab><s_sg3>/рыԓик<v><tv><th><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынӈэӄин/тыӈэк<v><iv><stat><hab><s_sg3>/тыӈэк<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынэквэтэвӄин/рэквэтэвык<v><iv><stat><hab><s_sg3>/рэквэтэвык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынынтоӈаткэн/*нынынтоӈаткэн$
   ^1/*1$ ^нынымытваӄэн/нымытвак<v><iv><stat><hab><s_sg3>/нымытвак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынымгичийгым/*нынымгичийгым$
   ^1/*1$ ^нынъётваӄэн/рыюк<v><iv><res><stat><hab><s_sg3>/рыюк<v><tv><res><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынъававыӈӈотыԓяӄэн/*нынъававыӈӈотыԓяӄэн$
   ^1/*1$ ^нынчичьэтӄин/*нынчичьэтӄин$
   ^1/*1$ ^нынуӄин/рук<v><iv><stat><hab><s_sg3>/рук<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынутэԓкыԓчыӄувын/*нынутэԓкыԓчыӄувын$
   ^1/*1$ ^нынтэрмэчьыӈэвӄин/*нынтэрмэчьыӈэвӄин$
   ^1/*1$ ^нынтэвиминӈэтӄинэт/*нынтэвиминӈэтӄинэт$
   ^1/*1$ ^нынтыӄинэт/рытык<v><iv><stat><hab><s_pl3>/рытык<v><tv><stat><hab><a_pl3><o_pl3>/ӈытык<v><iv><stat><hab><s_pl3>/ӈытык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^1/*1$ ^нынтытури/рытык<v><iv><stat><hab><s_pl2>/рытык<v><tv><stat><hab><a_3><o_pl2>/ӈытык<v><iv><stat><hab><s_pl2>/ӈытык<v><tv><stat><hab><a_3><o_pl2>$
   ^1/*1$ ^нынтынинэт/рытык<v><tv><neut><intn><a_sg3><o_pl3>/ӈытык<v><tv><neut><intn><a_sg3><o_pl3>$
   ^1/*1$ ^нынтоӄэн/ӈыток<v><iv><stat><hab><s_sg3>/ӈыток<v><tv><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынриԓьыԓьэвӄинэт/*нынриԓьыԓьэвӄинэт$
   ^1/*1$ ^нынрачвыӈавнэн/*нынрачвыӈавнэн$
   ^1/*1$ ^нынрагтатӄэн/*нынрагтатӄэн$
   ^1/*1$ ^нынпэгԓяръовӄэн/*нынпэгԓяръовӄэн$
   ^1/*1$ ^нынпытвынтатӄэнат/*нынпытвынтатӄэнат$
   ^1/*1$ ^нынпытваӄэн/рыпык<v><iv><res><stat><hab><s_sg3>/рыпык<v><tv><res><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^ныннэпы/*ныннэпы$
   ^1/*1$ ^ныннуӈэтӄин/*ныннуӈэтӄин$
   ^1/*1$ ^нынмыткоӄэнат/*нынмыткоӄэнат$
   ^1/*1$ ^нынмынэн/*нынмынэн$
   ^1/*1$ ^нынкыкватӄоӄоӈовӄэн/*нынкыкватӄоӄоӈовӄэн$
   ^1/*1$ ^нынинтыткуйвыӄин/ринтык<v><iv><ap2><coop_o><stat><hab><s_sg3>/ринтык<v><iv><iter><coop_o><stat><hab><s_sg3>/ринтык<v><iv><utilit><coop_o><stat><hab><s_sg3>/ринтык<v><tv><ap2><coop_o><stat><hab><a_pl3><o_sg3>/ринтык<v><tv><iter><coop_o><stat><hab><a_pl3><o_sg3>/ринтык<v><tv><utilit><coop_o><stat><hab><a_pl3><o_sg3>$
   ^1/*1$ ^нынатчыӈатытваӄэн/*нынатчыӈатытваӄэн$
   ^1/*1$ ^нымԓыӄэнат/*нымԓыӄэнат$
   ^1/*1$ ^нымԓегъэн/*нымԓегъэн$
   ^1/*1$ ^нымӈэкавраӄэн/*нымӈэкавраӄэн$
   ^1/*1$ ^нымӈыԓёӄэнат/*нымӈыԓёӄэнат$
   ^1/*1$ ^нымӈыԓёкэн/*нымӈыԓёкэн$
   ^1/*1$ ^нымӈыԓтэԓын/*нымӈыԓтэԓын$
   ^1/*1$ ^нымӈиӄин/*нымӈиӄин$
